FID,osm_id,man_made,operator,ref,name,owner,location,colour,ref-FR-PTT,ref-FR-Orange,street_cabinet,telecom,telecom-medium,ref-FR-SFR,description,note,source,osm_version,osm_timestamp,the_geom,osm_original_geom,osm_type
telecom_exchange_point.7486338851,7486338851,street_cabinet,Orange,91F 24,NRA ZO Cherveix Cubas,,,,,,telecom,exchange,copper,,200 lignes,,,2,2020-05-29T15:26:35Z,POINT (124269.68790742193 5667129.152393122),,node
telecom_exchange_point.7486338853,7486338853,street_cabinet,Orange,91B 24,NRA Saint-Raphaël,,,,,,telecom,exchange,copper,,100 lignes,,,2,2022-08-22T15:45:03Z,POINT (119605.14520835495 5669481.195031815),,node
telecom_exchange_point.7486338859,7486338859,street_cabinet,Orange,91M 24,NRA ZO Angoisse,,,,,,,exchange,copper,,350 lignes,,,3,2024-05-16T10:02:23Z,POINT (127229.53958422614 5688723.672801405),,node
telecom_exchange_point.7488936290,7488936290,street_cabinet,Orange,9LZ 24,NRA ZO La Douze,,,,,,telecom,exchange,copper,,350 lignes,,,4,2021-03-10T21:30:20Z,POINT (96256.22710488728 5631144.997695947),,node
telecom_exchange_point.7488936291,7488936291,street_cabinet,Orange,ZYS 24,NRA MeD La Douze Les Marqueys,,,,,,telecom,exchange,copper,,150 lignes,,,4,2021-03-10T21:30:20Z,POINT (94015.95574851989 5631746.851797114),,node
telecom_exchange_point.7489054005,7489054005,street_cabinet,Orange,92V 24,NRA ZO Saint-Geyrac,,,,,,telecom,exchange,copper,,150 lignes,sous la terrasse,,2,2020-11-10T13:47:51Z,POINT (101500.17662158418 5635465.029107029),,node
telecom_exchange_point.7489054008,7489054008,street_cabinet,Orange,91Q 24,NRA ZO Fossemagne,,,,,,,exchange,copper,,350 lignes,,,5,2023-04-13T11:50:53Z,POINT (109524.74230295903 5641502.35977255),,node
telecom_exchange_point.7489054012,7489054012,street_cabinet,Orange,92C 24,NRA ZO Brouchaud,,,,,,telecom,exchange,copper,,150 lignes,,,2,2020-05-28T17:03:42Z,POINT (111202.19344582468 5653897.448923095),,node
telecom_exchange_point.7492404554,7492404554,street_cabinet,Orange,9V2 24,NRA ZO Saint-Amand-de-Coly,,,,,,telecom,exchange,copper,,200 lignes,,,3,2022-11-11T15:50:25Z,POINT (138637.1825144521 5631547.274740945),,node
telecom_exchange_point.7492658147,7492658147,street_cabinet,Orange,91S 24,NRA ZO Les Eyzies de Tayac Sireuil,,,,,,telecom,exchange,copper,,100 lignes,,,2,2020-06-01T12:05:05Z,POINT (119629.9026631074 5612023.237624541),,node
telecom_exchange_point.7492658151,7492658151,street_cabinet,Orange,92I 24,NRA ZO Mauzens La Loulie,,,,,,telecom,exchange,copper,,200 lignes,,,2,2022-08-22T13:34:54Z,POINT (105022.71492850114 5620341.235553876),,node
telecom_exchange_point.7492658155,7492658155,street_cabinet,Orange,91P 24,NRA ZO Saint-Avit-de-Vialard,,,,,,telecom,exchange,copper,,100 lignes,,,2,2020-11-10T11:51:40Z,POINT (96472.56540329492 5612600.414703312),,node
telecom_exchange_point.7492658157,7492658157,street_cabinet,Orange,92H 24,NRA ZO Cendrieux,,,,,,telecom,exchange,copper,,250 lignes,,,3,2022-01-02T20:32:34Z,POINT (91504.13162631138 5620808.736469531),,node
telecom_exchange_point.7493893452,7493893452,street_cabinet,Orange,91Z 24,NRA ZO Proissans,,,,,,,exchange,copper,,300 lignes,,,4,2024-10-31T09:56:00Z,POINT (139543.50128069462 5611035.123770318),,node
telecom_exchange_point.7493893457,7493893457,street_cabinet,Orange,9R2 24,NRA ZO Peyrillac-et-Millac,,,,,,telecom,exchange,copper,,150 lignes,,,3,2022-12-13T17:14:35Z,POINT (156878.57313719002 5603523.144127499),,node
telecom_exchange_point.7498262817,7498262817,street_cabinet,Orange,GFG 24,NRA MeD Groléjac Bourg,,,,,,,exchange,copper,,,,,3,2023-08-26T09:38:29Z,POINT (143797.99863542456 5593101.691416936),,node
telecom_exchange_point.7498262819,7498262819,street_cabinet,Orange,GM6 24,NRA MeD Groléjac Mouline,,,,,,telecom,exchange,copper,,150 lignes,,,2,2020-06-01T13:00:54Z,POINT (144372.8858817283 5591238.812729562),,node
telecom_exchange_point.7498262827,7498262827,street_cabinet,Orange,PMJ 24,NRA MeD Cénac Pech Mercier,,,,,,,exchange,copper,,150 lignes,,,3,2024-04-07T10:26:57Z,POINT (135421.66336314302 5586234.370222875),,node
telecom_exchange_point.7498458924,7498458924,street_cabinet,Orange,9D2 24,NRA ZO Belvès Moissie,,,,,,,exchange,copper,,550 lignes,,,3,2024-11-15T11:36:17Z,POINT (110900.807056451 5586476.560189976),,node
telecom_exchange_point.7498458930,7498458930,street_cabinet,Orange,9GV 24,NRA ZO Grives,,,,,,telecom,exchange,copper,,100 lignes,,,2,2020-06-01T13:00:54Z,POINT (120020.55615214822 5584625.705748062),,node
telecom_exchange_point.7498623247,7498623247,street_cabinet,Orange,9M1 24,NRA ZO Meyrals,,,,,,,exchange,copper,,350 lignes,,,4,2023-10-31T21:31:22Z,POINT (118449.72681756433 5605383.385107207),,node
telecom_exchange_point.7498623251,7498623251,street_cabinet,Orange,9J1 24,NRA ZO Sarlat La Croix Rouge,,,,,,,exchange,copper,,600 lignes,,,4,2023-04-28T20:59:17Z,POINT (134979.5134776612 5605537.423256575),,node
telecom_exchange_point.7498804314,7498804314,street_cabinet,Orange,9Y2 24,NRA ZO Bouzic,,,,,,telecom,exchange,copper,,200 lignes,,,2,2020-05-28T15:24:07Z,POINT (135626.24632332288 5578724.128952733),,node
telecom_exchange_point.7500652488,7500652488,street_cabinet,Orange,91N 24,NRA ZO Saint-Chamassy,,,,,,,exchange,copper,,200 lignes,,,4,2024-12-03T13:53:24Z,POINT (103959.5915275272 5601756.829777375),,node
telecom_exchange_point.7500707807,7500707807,street_cabinet,Orange,9H1 24,NRA ZO Pezuls,,,,,,telecom,exchange,copper,,100 lignes,,,2,2020-06-13T12:04:23Z,POINT (89872.2435510274 5607842.368856929),,node
telecom_exchange_point.7500755839,7500755839,street_cabinet,Orange,9Y1 24,NRA ZO Mauzac-et-Grand-Castang,,,,,,telecom,exchange,copper,,,,,2,2020-06-07T12:28:57Z,POINT (84262.13083326418 5605226.48953243),,node
telecom_exchange_point.7500755842,7500755842,street_cabinet,Orange,9W1 24,NRA ZO Pressignac-Vicq,,,,,,telecom,exchange,copper,,150 lignes,,,2,2020-11-07T21:09:54Z,POINT (77680.38820401004 5605747.033762454),,node
telecom_exchange_point.7500755844,7500755844,street_cabinet,Orange,9X1 24,NRA ZO Liorac sur Louyre,,,,,,,exchange,copper,,150 lignes,,,3,2025-02-09T20:11:39Z,POINT (71602.70022906784 5605406.155935327),,node
telecom_exchange_point.7500755847,7500755847,street_cabinet,Orange,9I1 24,NRA ZO Saint-Laurent-des-Bâtons,,,,,,,exchange,copper,,150 lignes,,,3,2025-01-09T14:13:21Z,POINT (82083.86443326864 5615074.799365749),,node
telecom_exchange_point.7500843793,7500843793,street_cabinet,Orange,92M 24,NRA ZO Lamonzie-Montastruc,,,,,,telecom,exchange,copper,,250 lignes,,,3,2022-10-05T10:47:40Z,POINT (65826.45430324475 5604832.329705648),,node
telecom_exchange_point.7500872428,7500872428,street_cabinet,Orange,92B 24,NRA ZO Lembras,,,,,,telecom,exchange,copper,,400 lignes,,,3,2021-10-31T17:35:34Z,POINT (58560.519819676985 5603267.897029913),,node
telecom_exchange_point.7500872434,7500872434,street_cabinet,Orange,9Z2 24,NRA ZO Montagnac-la-Crempse,,,,,,,exchange,copper,,200 lignes,,,3,2023-09-25T18:34:55Z,POINT (60734.44475953159 5618366.284392435),,node
telecom_exchange_point.7500872441,7500872441,street_cabinet,Orange,92S 24,NRA ZO Grun Bordas,,,,,,,exchange,copper,,200 lignes,,,3,2024-10-07T10:53:40Z,POINT (72734.47436001398 5628957.712892192),,node
telecom_exchange_point.7501148329,7501148329,street_cabinet,Orange,9B2 24,NRA ZO Saint-Avit-Sénieur,,,,,,,exchange,copper,,250 lignes,,,4,2024-12-13T08:25:21Z,POINT (90986.21769539568 5586306.302036887),,node
telecom_exchange_point.7501349204,7501349204,street_cabinet,Orange,91G 24,NRA ZO Boisse,,,,,,,exchange,copper,,100 lignes,,,3,2024-02-17T19:36:42Z,POINT (72772.5233619671 5576823.145972834),,node
telecom_exchange_point.7501349212,7501349212,street_cabinet,Orange,92Z 24,NRA ZO Faux,,,,,,,exchange,copper,,350 lignes,,,3,2024-02-17T19:36:42Z,POINT (71663.14671256859 5588375.617410921),,node
telecom_exchange_point.7501412991,7501412991,street_cabinet,Orange,LMJ 24,NRA MeD Lamonzie Monteil,,,,,,telecom,exchange,copper,,400 lignes,,,2,2020-06-07T10:59:54Z,POINT (45124.95859372087 5594366.080112788),,node
telecom_exchange_point.7501445780,7501445780,street_cabinet,Orange,9N1 24,NRA ZO Singleyrac,,,,,,telecom,exchange,copper,,250 lignes,,,2,2020-11-12T12:32:37Z,POINT (51591.2517790733 5580217.72141799),,node
telecom_exchange_point.7501482490,7501482490,street_cabinet,Orange,91H 24,NRA ZO Plaisance,,,,,,,exchange,copper,,200 lignes,,,3,2024-02-17T19:36:42Z,POINT (62676.56912370736 5575006.369523891),,node
telecom_exchange_point.7530037905,7530037905,,Orange,,Orange,,,,,,,exchange,copper,,,,,2,2024-02-25T14:17:02Z,POINT (-86255.30631591774 5596851.254910778),,node
telecom_exchange_point.7530037906,7530037906,,Orange,,Orange,,,,,,,exchange,fibre,,,,,2,2024-02-25T14:17:02Z,POINT (-86257.84440030782 5596842.604207565),,node
telecom_exchange_point.7530095829,7530095829,,Orange,FR:Orange=FI-33273-000A,Orange,,,,,,,exchange,fibre,,,,,3,2024-02-25T14:17:02Z,POINT (-84713.87645885236 5596598.535326571),,node
telecom_exchange_point.7532755275,7532755275,,Orange,PER 24,NRA Périgueux,,,,,,,exchange,copper,,,,,5,2022-01-09T13:13:07Z,POINT (79792.38611113634 5650805.560069809),,node
telecom_exchange_point.7532755277,7532755277,,Orange,PER 24,NRO Périgueux,,,,,,,exchange,fibre,,,,,6,2022-01-09T13:13:07Z,POINT (79786.2078793973 5650809.113772221),,node
telecom_exchange_point.7532755278,7532755278,,Orange,CHD 24,NRA Chancelade,,,,,,,exchange,copper,,,,,5,2022-01-09T13:13:07Z,POINT (74180.15832304806 5653312.453833737),,node
telecom_exchange_point.7532755279,7532755279,,Orange,CHD 24,NRO Chancelade,,,,,,,exchange,fibre,,,,,5,2022-01-09T13:13:07Z,POINT (74180.0247396591 5653317.36721052),,node
telecom_exchange_point.7532755280,7532755280,,Orange,CLQ 24,NRA Château l'Evèque,,,,,,,exchange,copper,,,,,5,2022-01-09T13:13:07Z,POINT (76257.70284777385 5660661.871045693),,node
telecom_exchange_point.7532755281,7532755281,,Orange,CLQ 24,NRO Château l'Evèque,,,,,,,exchange,fibre,,,,,5,2022-01-09T13:13:07Z,POINT (76256.08871515734 5660666.614515869),,node
telecom_exchange_point.7532755282,7532755282,,Orange,TRE 24,NRA Trélissac,,,,,,,exchange,copper,,,,,5,2023-03-12T20:48:21Z,POINT (87005.21006564664 5652277.623826726),,node
telecom_exchange_point.7532755283,7532755283,,Orange,TRE 24,NRO Trélissac,,,,,,,exchange,fibre,,,,,6,2023-03-12T20:48:21Z,POINT (87010.33076222312 5652275.017352434),,node
telecom_exchange_point.7532803696,7532803696,,Orange,CIX 24,NRA Coulounieix,,,,,,,exchange,copper,,,,,5,2022-01-09T13:13:07Z,POINT (76537.18156135944 5647488.199237828),,node
telecom_exchange_point.7532803697,7532803697,,Orange,CIX 24,NRO Coulounieix,,,,,,,exchange,fibre,,,,,6,2022-01-09T13:13:07Z,POINT (76538.7066383833 5647488.972869677),,node
telecom_exchange_point.7532803698,7532803698,,Orange,FON 24,NRA Coursac Font de Meaux,,,,,,,exchange,copper,,,,,6,2022-01-09T13:13:07Z,POINT (71695.27351761152 5640692.973920139),,node
telecom_exchange_point.7532803699,7532803699,,Orange,COU 24,NRO Coursac,,,,,,,exchange,fibre,,,,,6,2022-01-09T13:13:07Z,POINT (71691.85600924418 5640694.803992595),,node
telecom_exchange_point.7532803700,7532803700,,Orange,RAZ 24,NRA Razac-sur-l'Isle,,,,,,,exchange,copper,,,,,7,2023-03-12T20:44:11Z,POINT (66976.8521850006 5647304.976670772),,node
telecom_exchange_point.7532803701,7532803701,,Orange,RAZ 24,NRO Razac-sur-l'Isle,,,,,,,exchange,fibre,,,,,7,2023-03-12T20:44:11Z,POINT (66980.18063777532 5647311.418210861),,node
telecom_exchange_point.7540698503,7540698503,,Orange,52211FRO,FRO52,Orange,,,52211FRO,,,exchange,copper,,,,,4,2022-04-11T18:16:36Z,POINT (573066.4824483898 6156494.309808421),,node
telecom_exchange_point.7545108448,7545108448,street_cabinet,Orange,SV0 24,NRA MeD Saint-Laurent-des-Vignes La Cavaille,,,,,,,exchange,copper,,,,,3,2023-06-21T20:37:47Z,POINT (49655.57281341447 5595251.470829655),,node
telecom_exchange_point.7545323826,7545323826,street_cabinet,Orange,9H2 24,NRA ZO Bergerac Petit Jaure,,,,,,telecom,exchange,copper,,,,,2,2020-05-28T13:51:12Z,POINT (55446.32366888792 5605097.772450739),,node
telecom_exchange_point.7545323830,7545323830,street_cabinet,Orange,9F2 24,NRA ZO Bergerac Ressègue,,,,,,telecom,exchange,copper,,200 lignes,,,2,2020-05-28T13:51:12Z,POINT (50853.559777484435 5604153.295643717),,node
telecom_exchange_point.7545502254,7545502254,street_cabinet,Orange,PPM 24,NRA MeD Prigonrieux Peymilou,,,,,,telecom,exchange,copper,,200 lignes,,,2,2020-11-07T21:09:54Z,POINT (46378.58303928932 5602869.973547489),,node
telecom_exchange_point.7545502259,7545502259,street_cabinet,Orange,LFQ 24,NRA MeD La Force Recur,,,,,,telecom,exchange,copper,,,,,1,2020-05-21T15:49:41Z,POINT (41286.718210914194 5599796.85295442),,node
telecom_exchange_point.7545502262,7545502262,street_cabinet,Orange,PI9 24,NRA MeD Saint-Pierre-d'Eyraud,,,,,,,exchange,copper,,,,,3,2024-07-02T08:08:18Z,POINT (34867.891656436004 5600014.764230899),,node
telecom_exchange_point.7545502265,7545502265,street_cabinet,Orange,9AR 33,NRA ZO Saint-Avit-Saint-Nazaire Le Roc,,,,,,telecom,exchange,copper,,,,,1,2020-05-21T15:49:41Z,POINT (31115.200302303958 5596941.075133098),,node
telecom_exchange_point.7555135570,7555135570,,Orange,,,,,,74010PRI,,,exchange,copper,,,,,2,2020-09-05T22:50:55Z,POINT (681530.0160456166 5770931.144582892),,node
telecom_exchange_point.7555135571,7555135571,,Orange,,,,,,,,,exchange,fibre,,,,,2,2020-09-05T22:50:55Z,POINT (681513.8858514006 5770936.075068552),,node
telecom_exchange_point.7555885073,7555885073,street_cabinet,Orange,92P 24,NRA ZO Saint-Aulaye-de-Breuilh,,,,,,telecom,exchange,copper,,,,,3,2020-11-10T11:51:40Z,POINT (14021.580421339151 5594745.986830789),,node
telecom_exchange_point.7555978133,7555978133,street_cabinet,Orange,9BV 24,NRA ZO Bonneville St Avit,,,,,,telecom,exchange,copper,,,,,2,2020-05-28T13:51:12Z,POINT (8898.969149606924 5603096.505618487),,node
telecom_exchange_point.7555978144,7555978144,street_cabinet,Orange,91Y 24,NRA ZO Ménesplet,,,,,,,exchange,copper,,,,,3,2024-12-14T18:09:30Z,POINT (11945.739084822504 5624129.60484012),,node
telecom_exchange_point.7556145029,7556145029,street_cabinet,Orange,9V1 24,NRA ZO Beaupouyet,,,,,,,exchange,copper,,,,,2,2024-12-17T21:16:36Z,POINT (30149.01391391282 5621080.080396797),,node
telecom_exchange_point.7556145034,7556145034,street_cabinet,Orange,9A1 24,NRA ZO Sourzac La Gravette,,,,,,,exchange,copper,,,,,2,2024-12-17T21:16:36Z,POINT (46752.23804208601 5630757.993396873),,node
telecom_exchange_point.7556145038,7556145038,street_cabinet,Orange,XFR 24,NRA MeD Saint-Front-de-Pradoux,,,,,,,exchange,copper,,,,,3,2024-12-17T21:16:36Z,POINT (40378.78531205517 5629921.224537125),,node
telecom_exchange_point.7556145040,7556145040,street_cabinet,Orange,ASZ 24,NRA MeD Saint-Martin-l'Astier,,,,,,telecom,exchange,copper,,,,,3,2022-01-02T20:32:34Z,POINT (36697.81710584123 5630395.415534559),,node
telecom_exchange_point.7556484915,7556484915,street_cabinet,Orange,,,,,,,,telecom,exchange,,,NRA-MeD,,survey 2020,3,2022-10-14T17:10:52Z,POINT (259684.5496496775 5525427.8107245965),,node
telecom_exchange_point.7562767318,7562767318,,Orange,AGO 24,NRA Agonac,,,,,,,exchange,copper,,,,,3,2021-03-10T21:30:20Z,POINT (83808.3369290454 5668014.15818521),,node
telecom_exchange_point.7562767319,7562767319,,Orange,ALS 24,NRA Allas Les Mines,,,,,,,exchange,copper,,,,,2,2022-10-24T17:06:08Z,POINT (119455.48728493247 5595381.256515666),,node
telecom_exchange_point.7562767320,7562767320,,Orange,ALL 24,NRA Allemans,,,,,,,exchange,copper,,,,,1,2020-05-27T12:21:07Z,POINT (31558.730549471602 5668252.81090476),,node
telecom_exchange_point.7562767321,7562767321,,Orange,AGI 24,NRA Angoisse,,,,,,,exchange,copper,,,,,2,2025-02-07T12:12:53Z,POINT (128148.51537657184 5693568.350715879),,node
telecom_exchange_point.7562767322,7562767322,,Orange,ANT 24,NRA Antonne,,,,,,,exchange,copper,,,,,3,2021-03-10T21:30:20Z,POINT (92414.62487345866 5654991.752810609),,node
telecom_exchange_point.7562767323,7562767323,,Orange,2AU 24,NRA Auriac du Périgord,,,,,,,exchange,copper,,,,,1,2020-05-27T12:21:07Z,POINT (127203.61327482037 5637887.689413994),,node
telecom_exchange_point.7566157753,7566157753,,Orange,BAC 24,NRA Bachellerie,,,,,,,exchange,copper,,,,,1,2020-05-28T12:59:30Z,POINT (128706.29281714061 5645290.879633186),,node
telecom_exchange_point.7566157754,7566157754,,Orange,BAD 24,NRA Badefols-d'Ans,,,,,,,exchange,copper,,,,,1,2020-05-28T12:59:30Z,POINT (133895.4954082654 5657321.651204238),,node
telecom_exchange_point.7566157755,7566157755,,Orange,9LS 24,NRA ZO Bassillac,,,,,,,exchange,copper,,,,,2,2021-03-10T21:30:20Z,POINT (90532.02304101005 5651671.725767046),,node
telecom_exchange_point.7566157756,7566157756,,Orange,MIL 24,NRA Milhac d'Auberoche,,,,,,,exchange,copper,,,,,3,2021-03-06T18:12:42Z,POINT (102514.1858632201 5641640.843500245),,node
telecom_exchange_point.7566157757,7566157757,,Orange,BAY 24,NRA Bayac,,,,,,,exchange,copper,,,,,2,2024-12-03T10:55:52Z,POINT (80918.3271007649 5590680.161955064),,node
telecom_exchange_point.7566157758,7566157758,,Orange,BEA 24,NRA Beaumont,,,,,,,exchange,copper,,,,,2,2023-03-01T16:50:42Z,POINT (85611.83513133631 5585259.873548693),,node
telecom_exchange_point.7566157759,7566157759,,Orange,NOJ 24,NRA Nojals et Clotte,,,,,,,exchange,copper,,,,,1,2020-05-28T12:59:30Z,POINT (84525.76878330989 5578032.997172296),,node
telecom_exchange_point.7566157760,7566157760,,Orange,BNE 24,NRA Beauronne,,,,,,,exchange,copper,,,,,1,2020-05-28T12:59:30Z,POINT (42335.06951545984 5636486.73101826),,node
telecom_exchange_point.7566157761,7566157761,,Orange,BEL 24,NRA Belvès,,,,,,,exchange,copper,,,,,1,2020-05-28T12:59:30Z,POINT (112499.86701390005 5586633.836592138),,node
telecom_exchange_point.7566264455,7566264455,,Orange,BER 24,NRO Bergerac,,,,,,,exchange,fibre,,,,,5,2022-01-09T13:13:07Z,POINT (54036.92985985245 5598485.978126094),,node
telecom_exchange_point.7566264456,7566264456,,Orange,ZLB 24,NRA Bergerac Libraire,,,,,,,exchange,copper,,,,,4,2023-06-21T20:37:47Z,POINT (57914.09866858953 5598826.752125082),,node
telecom_exchange_point.7566264457,7566264457,,Orange,BEB 24,NRA Bertric Burée,,,,,,,exchange,copper,,,,,1,2020-05-28T13:51:12Z,POINT (39910.709117167615 5669274.542905518),,node
telecom_exchange_point.7566264458,7566264458,,Orange,BSH 24,NRA Boisseilh,,,,,,,exchange,copper,,,,,1,2020-05-28T13:51:12Z,POINT (130940.56405295426 5667048.518966899),,node
telecom_exchange_point.7566491220,7566491220,street_cabinet,Orange,0SS24,NRA MeD Bosset,,,,,,,exchange,copper,,,,,4,2024-11-20T22:10:43Z,POINT (39399.763786375566 5613854.761867402),,node
telecom_exchange_point.7566491221,7566491221,,Orange,ATU 24,NRA Atur,,,,,,,exchange,copper,,,,,4,2021-03-10T21:30:20Z,POINT (83255.15698344639 5643572.169647547),,node
telecom_exchange_point.7566491222,7566491222,,Orange,BOL 24,NRA Boulazac,,,,,,,exchange,copper,,,,,1,2020-05-28T15:24:07Z,POINT (85746.91020146487 5650512.739817181),,node
telecom_exchange_point.7566491223,7566491223,,Orange,SR2 24,NRA St Laurent sur Manoire,,,,,,,exchange,copper,,,,,3,2021-03-10T21:30:20Z,POINT (88992.49674723722 5644195.751195873),,node
telecom_exchange_point.7566491224,7566491224,,Orange,BOS 24,NRA Bouniagues,,,,,,,exchange,copper,,,,,2,2024-02-17T19:36:42Z,POINT (58562.36772322415 5583614.932871653),,node
telecom_exchange_point.7566491225,7566491225,,Orange,BB2 24,NRA Bourg du Bost,,,,,,,exchange,copper,,,,,1,2020-05-28T15:24:07Z,POINT (28082.311907590298 5664760.499320318),,node
telecom_exchange_point.7566491228,7566491228,,Orange,BTM 24,NRA Brantôme,,,,,,,exchange,copper,,,,,1,2020-05-28T15:24:07Z,POINT (73100.77114446924 5678924.674246051),,node
telecom_exchange_point.7566759488,7566759488,,Orange,LEB 24,NRA Le Bugue,,,,,,,exchange,copper,,,,,1,2020-05-28T17:03:42Z,POINT (103289.08083863207 5609109.072512142),,node
telecom_exchange_point.7566759489,7566759489,,Orange,BUS 24,NRA Bussière-Badil,,,,,,,exchange,copper,,,,,2,2025-01-18T13:12:32Z,POINT (67554.5892102686 5724497.435172789),,node
telecom_exchange_point.7566759490,7566759490,,Orange,C2L 24,NRA Calès,,,,,,,exchange,copper,,,,,2,2024-12-03T14:05:30Z,POINT (89704.08432823507 5600302.902043921),,node
telecom_exchange_point.7566759491,7566759491,,Orange,2CA 24,NRA Campsegret,,,,,,,exchange,copper,,,,,2,2023-09-25T18:34:55Z,POINT (62049.985105879256 5611320.358108993),,node
telecom_exchange_point.7566759492,7566759492,,Orange,CLX 24,NRA Carlux,,,,,,,exchange,copper,,,,,1,2020-05-28T17:03:42Z,POINT (151060.6825898612 5600560.185805181),,node
telecom_exchange_point.7566759493,7566759493,,Orange,CAC 24,NRA Carsac Aillac,,,,,,,exchange,copper,,,,,1,2020-05-28T17:03:42Z,POINT (142233.26960893616 5596099.161340411),,node
telecom_exchange_point.7566759494,7566759494,,Orange,CZL 24,NRA Cazoulès,,,,,,,exchange,copper,,,,,3,2023-08-26T09:38:29Z,POINT (159152.4073200316 5602906.48474793),,node
telecom_exchange_point.7566759495,7566759495,,Orange,CEL 24,NRA Celles,,,,,,,exchange,copper,,,,,1,2020-05-28T17:03:42Z,POINT (46199.59243004281 5668818.459498125),,node
telecom_exchange_point.7566759496,7566759496,,Orange,CEN 24,NRA Cénac,,,,,,,exchange,copper,,,,,1,2020-05-28T17:03:42Z,POINT (134120.81718958003 5590032.452011122),,node
telecom_exchange_point.7566759497,7566759497,street_cabinet,Orange,91A 24,NRA ZO Chalagnac Eyvirat,,,,,,telecom,exchange,copper,,,,,1,2020-05-28T17:03:42Z,POINT (76701.71176875188 5634700.093951491),,node
telecom_exchange_point.7566759498,7566759498,street_cabinet,Orange,CB0 24,NRA MeD Chalagnac Les Bitarelles,,,,,,telecom,exchange,copper,,,,,2,2022-08-22T11:39:31Z,POINT (76977.76184202105 5638170.635819093),,node
telecom_exchange_point.7566759499,7566759499,street_cabinet,Orange,HCF 24,NRA MeD Chalagnac Biternat,,,,,,,exchange,copper,,,,,2,2024-10-07T10:53:40Z,POINT (75649.40862228308 5636438.130733893),,node
telecom_exchange_point.7566759500,7566759500,,Orange,CHA 24,NRA Champagnac de Belair,,,,,,,exchange,copper,,,,,3,2022-08-22T11:39:31Z,POINT (77919.14624786345 5683771.313454109),,node
telecom_exchange_point.7569914445,7569914445,,Orange,CHR 24,NRA Champniers Reilhac,,,,,,,exchange,copper,,,,,1,2020-05-29T15:26:35Z,POINT (81489.57419971966 5725552.145286317),,node
telecom_exchange_point.7569914446,7569914446,street_cabinet,Orange,CPR 24,NRA Champniers Reilhac Bourg,,,,,,telecom,exchange,copper,,,,,2,2022-01-01T18:16:09Z,POINT (81323.58570699782 5728088.900454649),,node
telecom_exchange_point.7569914447,7569914447,street_cabinet,Orange,R03 24,NRA Champs Romain Bourg,,,,,,telecom,exchange,copper,,,,,2,2022-01-01T18:16:09Z,POINT (86202.55200923081 5705763.292421141),,node
telecom_exchange_point.7569914448,7569914448,,Orange,LCA 24,NRA La Chapelle Aubareil,,,,,,,exchange,copper,,,,,1,2020-05-29T15:26:35Z,POINT (131816.6595774464 5623399.957889195),,node
telecom_exchange_point.7569914449,7569914449,,Orange,GR2 24,NRA Grésignac,,,,,,,exchange,copper,,,,,2,2024-10-07T10:53:40Z,POINT (36272.46533152013 5683760.581418681),,node
telecom_exchange_point.7569914450,7569914450,,Orange,CHV 24,NRA Chavagnac,,,,,,,exchange,copper,,,,,1,2020-05-29T15:26:35Z,POINT (152428.3315898492 5635813.162650073),,node
telecom_exchange_point.7577276183,7577276183,street_cabinet,Orange,KVK 24,NRA Trélissac Cavillac,,,,,,telecom,exchange,copper,,,,,2,2021-03-06T18:12:42Z,POINT (86737.98762799738 5653594.290099459),,node
telecom_exchange_point.7577325785,7577325785,,Orange,CHM 24,NRA Champcevinel,,,,,,,exchange,copper,,,,,3,2022-01-09T13:13:07Z,POINT (83434.90456523029 5655889.485808975),,node
telecom_exchange_point.7577325786,7577325786,,Orange,COY 24,NRA Coly,,,,,,,exchange,copper,,,,,2,2023-10-31T22:41:50Z,POINT (140998.9368311222 5635258.116850687),,node
telecom_exchange_point.7577325787,7577325787,,Orange,COQ 24,NRA La Coquille,,,,,,,exchange,copper,,,,,1,2020-06-01T09:35:17Z,POINT (108576.51174843284 5706586.39155846),,node
telecom_exchange_point.7577325788,7577325788,,Orange,COR 24,NRA Corgnac,,,,,,,exchange,copper,,,,,1,2020-06-01T09:35:17Z,POINT (105434.93100290862 5681305.138003283),,node
telecom_exchange_point.7577325789,7577325789,,Orange,TA3 24,NRA Cornille Les Piles,,,,,,,exchange,copper,,,,,1,2020-06-01T09:35:17Z,POINT (90334.17491002315 5661349.146931222),,node
telecom_exchange_point.7577325790,7577325790,,Orange,TAV 24,NRA Cornille Les Tavernes,,,,,,,exchange,copper,,,,,1,2020-06-01T09:35:17Z,POINT (88056.52246864738 5659449.743546456),,node
telecom_exchange_point.7577325791,7577325791,,Orange,C2U 24,NRA Coulaures,,,,,,,exchange,copper,,,,,2,2021-12-21T11:31:29Z,POINT (108863.3932081562 5669891.205546922),,node
telecom_exchange_point.7577466201,7577466201,,Orange,CPI 24,NRA Cours de Pile,,,,,,,exchange,copper,,,,,2,2023-06-21T20:37:47Z,POINT (60223.17660221624 5596991.959524785),,node
telecom_exchange_point.7577466202,7577466202,street_cabinet,Orange,9R1 24,NRA ZO Coux et Bigaroque,,,,,,telecom,exchange,copper,,,,,1,2020-06-01T10:27:54Z,POINT (108310.48042933506 5595333.159619513),,node
telecom_exchange_point.7577466203,7577466203,,Orange,CYC 24,NRA Creyssac,,,,,,,exchange,copper,,,,,1,2020-06-01T10:27:54Z,POINT (60635.17003764215 5669560.6157946875),,node
