FID,osm_id,man_made,operator,ref,name,owner,location,colour,ref-FR-PTT,ref-FR-Orange,street_cabinet,telecom,telecom-medium,ref-FR-SFR,description,note,source,osm_version,osm_timestamp,the_geom,osm_original_geom,osm_type
telecom_exchange_point.406928500,406928500,telephone_office,Orange,,,Orange,,,50492SJB,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2018,3,2020-02-05T20:49:44Z,POINT (-108423.89272645558 6290771.445604063),"SRID=3857;POLYGON((-108429.9039790581 6290778.95956127,-108428.40116593237 6290762.945652341,-108417.88147405241 6290763.931645853,-108419.38428717811 6290779.945556657,-108429.9039790581 6290778.95956127))",way
telecom_exchange_point.407345137,407345137,,Orange,,,Orange,,,22013BBC,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2016,2,2019-01-31T19:30:12Z,POINT (-354680.9573794075 6185949.1746061),"SRID=3857;POLYGON((-354686.9185380656 6185944.221250493,-354675.6196097501 6185943.5496095,-354674.9962206017 6185954.127961274,-354686.29514891724 6185954.799603102,-354686.9185380656 6185944.221250493))",way
telecom_exchange_point.407474539,407474539,telephone_office,Orange,,,Orange,,,22045COH,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2016,3,2020-02-05T19:30:19Z,POINT (-325830.3143142542 6184535.641493726),"SRID=3857;POLYGON((-325837.4928874698 6184539.717369633,-325835.4557407883 6184529.174350281,-325823.13267315744 6184531.575068509,-325825.169819839 6184542.10130257,-325837.4928874698 6184539.717369633))",way
telecom_exchange_point.407841861,407841861,,Orange,,Central téléphonique,Orange,,,,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2016,2,2020-02-19T21:21:24Z,POINT (423980.5964932812 5498988.853102209),"SRID=3857;POLYGON((423974.1065669389 5498993.621421747,423974.2846781242 5498983.836270899,423987.08641956537 5498984.084782536,423986.9083083801 5498993.869933651,423974.1065669389 5498993.621421747))",way
telecom_exchange_point.407852719,407852719,telephone_office,Orange,,Central téléphonique,Orange,,,95430MNL,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2016,4,2024-07-24T20:55:02Z,POINT (257678.05790228824 6286681.825379398),"SRID=3857;POLYGON((257664.81333652063 6286682.123437411,257668.99894937448 6286672.166324533,257669.7893177591 6286672.489165891,257686.50950527628 6286679.523712267,257691.30737532943 6286681.528728974,257687.1217624756 6286691.48585289,257664.81333652063 6286682.123437411))",way
telecom_exchange_point.412493918,412493918,,Orange,,Central téléphonique,Orange,,,,,,exchange,copper,,,,,3,2020-02-19T21:21:24Z,POINT (322930.81296546996 5596036.044906414),"SRID=3857;POLYGON((322925.95386966993 5596038.564530609,322930.462309047 5596030.573945309,322935.6720612162 5596033.525280511,322931.163621839 5596041.515868417,322925.95386966993 5596038.564530609))",way
telecom_exchange_point.412750506,412750506,,Orange,,,Orange,,,34226QUA,,,exchange,copper,,,,ANFR Opendata,3,2020-02-19T21:21:24Z,POINT (329860.9132431042 5364964.650306353),"SRID=3857;POLYGON((329854.65708782856 5364964.964114756,329861.8705908319 5364958.45830426,329867.16939859366 5364964.336495193,329859.95589559025 5364970.842309806,329854.65708782856 5364964.964114756))",way
telecom_exchange_point.414078458,414078458,telephone_office,Orange,,,Orange,,,555332VA,,,exchange,copper,,,,ANFR Opendata,3,2020-02-11T21:06:10Z,POINT (630441.4329936592 6209554.047411326),"SRID=3857;POLYGON((630431.8984788083 6209560.26051086,630435.1156120922 6209544.584640574,630450.9675075812 6209547.834308407,630447.7503742973 6209563.510184684,630431.8984788083 6209560.26051086))",way
telecom_exchange_point.414248028,414248028,,Orange,,Central téléphonique,Orange,,,,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2016,3,2020-02-19T21:21:24Z,POINT (473480.86748517706 5573371.596005598),"SRID=3857;POLYGON((473472.7188983349 5573369.160972075,473480.0771166763 5573363.116461302,473489.01607178705 5573374.031034201,473481.65785344556 5573380.075552247,473472.7188983349 5573369.160972075))",way
telecom_exchange_point.414269367,414269367,,Orange,,Central téléphonique,Orange,,,,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2016,4,2023-01-12T21:59:24Z,POINT (486014.96903998876 5567147.960013122),"SRID=3857;POLYGON((486005.8798041244 5567145.135434749,486020.7520880943 5567140.393904217,486024.058276971 5567150.7845882205,486009.185993001 5567155.526124182,486005.8798041244 5567145.135434749))",way
telecom_exchange_point.414692188,414692188,,Orange,,Central téléphonique,Orange,,,,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2016,3,2020-02-19T21:21:24Z,POINT (491212.67087484646 5567166.581893953),"SRID=3857;POLYGON((491209.15317888546 5567169.171746444,491210.1773182007 5567162.990527394,491216.1885707035 5567163.992041083,491215.16443138826 5567170.173260813,491209.15317888546 5567169.171746444))",way
telecom_exchange_point.419411699,419411699,telephone_office,Orange,,,,,,81003ALB,,,exchange,copper,,,,ANFR Opendata,2,2018-07-01T09:48:53Z,POINT (273995.19895859616 5448289.249368588),"SRID=3857;POLYGON((273989.1042166131 5448283.047647827,273998.41052604344 5448281.163191429,274001.293700855 5448295.451087682,273991.98739142466 5448297.335547005,273989.1042166131 5448283.047647827))",way
telecom_exchange_point.419774956,419774956,,,,,,,,,,,exchange,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2016,2,2023-06-03T23:52:52Z,POINT (-59927.83506019893 5401964.85231806),"SRID=3857;POLYGON((-59934.22459996414 5401967.758675482,-59930.996334731135 5401958.6909627095,-59921.53417801372 5401961.918452677,-59924.539804265136 5401970.986168616,-59934.22459996414 5401967.758675482))",way
telecom_exchange_point.419999575,419999575,telephone_office,Orange,,,,,,81124LUE,,,exchange,copper,,,,ANFR Opendata,2,2018-07-01T09:48:53Z,POINT (300073.2368313806 5420026.978623788),"SRID=3857;POLYGON((300060.574238361 5420030.227824506,300068.010380346 5420014.998144415,300085.89942251646 5420023.729413953,300078.46328053146 5420038.959108448,300060.574238361 5420030.227824506))",way
telecom_exchange_point.420005027,420005027,telephone_office,Orange,GOU28,Orange,,,,,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2016,6,2024-09-26T13:48:36Z,POINT (204961.91887147937 6163903.51138851),"SRID=3857;POLYGON((204953.32012574736 6163900.856882066,204967.79165955048 6163896.6699628765,204970.35200783878 6163906.38361854,204956.10311301722 6163910.235588504,204953.32012574736 6163900.856882066))",way
telecom_exchange_point.420175075,420175075,telephone_office,Orange,,Central téléphonique,,,,,,,exchange,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2016,2,2019-08-03T07:49:24Z,POINT (457847.77045549697 5669466.238431926),"SRID=3857;POLYGON((457841.1469455508 5669469.720388246,457843.8186133298 5669459.907601247,457854.39396495506 5669462.756473784,457851.72229717614 5669472.5692639,457841.1469455508 5669469.720388246))",way
telecom_exchange_point.422701395,422701395,telephone_office,Orange,,Central téléphonique,Orange,,,95541STC,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2016,2,2020-02-09T21:47:00Z,POINT (186725.52300890777 6309633.960615902),"SRID=3857;POLYGON((186716.03719221972 6309633.088707516,186729.8853368744 6309625.489774603,186735.0060334509 6309634.843619007,186721.1578887962 6309642.425522368,186716.03719221972 6309633.088707516))",way
telecom_exchange_point.424908996,424908996,telephone_office,Orange,,Central téléphonique,Orange,,,,,,exchange,copper,,,,,4,2023-11-02T00:01:46Z,POINT (-159286.85343510052 5389340.704255823),"SRID=3857;POLYGON((-159292.64761453297 5389337.25861431,-159286.09089652527 5389334.004826527,-159281.0592555414 5389344.149895036,-159287.61597354914 5389347.403686384,-159292.64761453297 5389337.25861431))",way
telecom_exchange_point.426783418,426783418,,Orange,,Central téléphonique,Orange,,,,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2016,3,2020-02-19T21:21:24Z,POINT (324693.1173903391 5397089.544862493),"SRID=3857;POLYGON((324686.82783893606 5397093.285244093,324688.37517985806 5397083.976532246,324699.4069413957 5397085.804479873,324697.85960047366 5397095.1131935585,324686.82783893606 5397093.285244093))",way
telecom_exchange_point.428879502,428879502,telephone_office,Orange,,Central téléphonique,Orange,,,,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2016,3,2020-02-13T20:37:33Z,POINT (504816.0003210983 6116598.294997209),"SRID=3857;POLYGON((504808.676882831 6116600.252482935,504812.9292873792 6116594.739564969,504816.03510117234 6116590.708974622,504823.32652781927 6116596.338477369,504815.95717752876 6116605.881991948,504811.7159049296 6116602.600887134,504808.676882831 6116600.252482935))",way
telecom_exchange_point.429145889,429145889,,Orange,,,Orange,,,43154PRA,,,exchange,copper,,,,ANFR Opendata,3,2020-02-19T21:21:24Z,POINT (432428.93429686915 5586097.122666114),"SRID=3857;POLYGON((432421.8421606153 5586095.589070132,432431.49356046715 5586090.3358140355,432436.02426374244 5586098.646937019,432426.3839958397 5586103.915879318,432421.8421606153 5586095.589070132))",way
telecom_exchange_point.430833569,430833569,telephone_office,Orange,,Central téléphonique,Orange,,,,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2016,3,2020-02-13T20:37:33Z,POINT (435732.76966437435 6114074.75824779),"SRID=3857;POLYGON((435720.9065897647 6114077.738237834,435729.3446071669 6114063.01925418,435744.6287732528 6114071.777379421,435736.2018877997 6114086.496378103,435720.9065897647 6114077.738237834))",way
telecom_exchange_point.431643795,431643795,,Orange,,,Orange,,,66198SOU,,,exchange,copper,,,,ANFR Opendata,3,2020-02-19T21:21:24Z,POINT (271979.72061630286 5270426.9126363965),"SRID=3857;POLYGON((271973.397669023 5270430.352531503,271975.4014198573 5270421.1390673565,271986.04356317717 5270423.472739985,271984.03981234285 5270432.68620642,271973.397669023 5270430.352531503))",way
telecom_exchange_point.432926552,432926552,,Orange,,Orange,,,,,,,exchange,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2016,5,2023-09-22T14:12:07Z,POINT (497509.4589062847 6146395.840316897),"SRID=3857;POLYGON((497500.59684004885 6146393.100963771,497515.5804435096 6146388.621774456,497518.24097933964 6146398.699953719,497509.61371880316 6146401.206965334,497503.54680655495 6146402.961873896,497502.3222921562 6146399.502197356,497500.59684004885 6146393.100963771))",way
telecom_exchange_point.434575876,434575876,telephone_office,Orange,,Central téléphonique,,,,,,,exchange,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,4,2024-05-12T23:30:33Z,POINT (135587.12740478403 5292867.809999515),"SRID=3857;POLYGON((135579.7704359167 5292869.719184214,135589.6667386482 5292860.635569633,135594.64271988667 5292866.195105271,135584.05623631223 5292874.944545087,135579.7704359167 5292869.719184214))",way
telecom_exchange_point.434582610,434582610,telephone_office,Orange,,,Orange,,,09029AUL,,,exchange,copper,,,,ANFR Opendata,3,2020-02-18T20:21:20Z,POINT (148828.70576804702 5280223.655335326),"SRID=3857;POLYGON((148822.1812133974 5280226.510275667,148824.95306871817 5280217.60575932,148835.2278577184 5280220.791360449,148832.45600239764 5280229.711049363,148822.1812133974 5280226.510275667))",way
telecom_exchange_point.435466451,435466451,,Orange,PAY51,Orange,Orange,,,51423PAY,,,exchange,copper,,,,Direction Générale des Finances Publiques - cadastre,6,2022-11-09T17:05:13Z,POINT (537682.6505494931 6235553.116003054),"SRID=3857;POLYGON((537673.0514759187 6235557.685261432,537677.6155750412 6235543.7515867315,537692.2540880806 6235548.548146108,537687.6788570089 6235562.481828681,537673.0514759187 6235557.685261432))",way
telecom_exchange_point.436629728,436629728,,,,,,,,,,,exchange,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2016,3,2020-04-18T20:44:29Z,POINT (387405.4182603599 5893562.840764903),"SRID=3857;POLYGON((387398.3178869053 5893566.289324743,387403.6389585652 5893555.316345837,387412.455462236 5893559.455559639,387407.3347656595 5893570.282453607,387398.3178869053 5893566.289324743))",way
telecom_exchange_point.436935908,436935908,telephone_office,Orange,,Central téléphonique,Orange,,,95422MGR,,,exchange,copper,,,,survey,4,2022-10-05T08:47:20Z,POINT (223559.0019827858 6288430.340586282),"SRID=3857;POLYGON((223551.79027910292 6288431.053308658,223553.60478680284 6288428.92891006,223558.20228177262 6288423.490452078,223562.22091539024 6288426.549584263,223565.92785443366 6288429.353789737,223563.0112837749 6288433.4326357255,223560.01678947255 6288437.375522057,223555.6085376371 6288433.738549253,223551.79027910292 6288431.053308658))",way
telecom_exchange_point.437211189,437211189,,Orange,,NRO de Saint-Estèphe,Orange,,,,33395EPH,,exchange,fibre,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2016,2,2020-04-06T20:12:59Z,POINT (-86033.85276092027 5662486.504052528),"SRID=3857;POLYGON((-86043.6545680725 5662485.303298239,-86038.81217022298 5662478.32898566,-86032.62280653488 5662482.4250098495,-86031.82130620116 5662481.159828433,-86024.10686548919 5662486.3312586,-86030.54113205704 5662495.298240902,-86034.19241135506 5662492.514838029,-86043.6545680725 5662485.303298239))",way
telecom_exchange_point.437305188,437305188,telephone_office,Orange,,Central téléphonique,Orange,,,95023ARR,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2016,3,2020-02-09T21:47:00Z,POINT (235698.8562290235 6305579.392501628),"SRID=3857;POLYGON((235696.61314126008 6305581.069934767,235697.8376556588 6305576.778430572,235701.09931673904 6305577.715068204,235699.87480234035 6305582.006572876,235696.61314126008 6305581.069934767))",way
telecom_exchange_point.438824829,438824829,,,,,,,,,,,exchange,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2016,2,2021-05-29T19:45:30Z,POINT (477809.610389987 5639884.170408887),"SRID=3857;POLYGON((477803.0916179896 5639882.982515091,477809.8375791316 5639877.524344083,477816.21618595405 5639885.30145002,477809.21418998315 5639890.822726058,477803.0916179896 5639882.982515091))",way
telecom_exchange_point.439478293,439478293,telephone_office,Orange,,Central téléphonique,Orange,,,95678VAM,,,exchange,copper,,,,bing,2,2020-02-09T19:10:47Z,POINT (248950.06379963967 6285505.2157978),"SRID=3857;POLYGON((248944.05555972463 6285506.534635326,248954.08544584515 6285500.554402297,248956.0780647303 6285503.884304257,248946.04817860984 6285509.881528956,248944.05555972463 6285506.534635326))",way
telecom_exchange_point.439492229,439492229,telephone_office,Orange,,Central téléphonique,Orange,,,95572SO6,,,exchange,copper,,,,bing,2,2020-02-09T19:10:47Z,POINT (236680.131974846 6284054.711034358),"SRID=3857;POLYGON((236671.30433874784 6284055.755696395,236672.21715857234 6284050.676768643,236688.9596099877 6284053.666371232,236688.04679016315 6284058.745300787,236671.30433874784 6284055.755696395))",way
telecom_exchange_point.440011344,440011344,telephone_office,Orange,,Central téléphonique,Orange,,,95365MRL,,,exchange,copper,,,,bing;survey,3,2024-03-19T20:20:04Z,POINT (268352.486327887 6286791.355099499),"SRID=3857;POLYGON((268345.49546407023 6286784.92366814,268356.9168438256 6286782.952610624,268359.4771921139 6286797.786528927,268348.05581235845 6286799.757589907,268345.49546407023 6286784.92366814))",way
telecom_exchange_point.440013140,440013140,telephone_office,Orange,,Central téléphonique,Orange,,,95298QUU,,,exchange,copper,,,,bing;survey,2,2020-02-09T21:47:00Z,POINT (226937.9376729843 6305548.256661041),"SRID=3857;POLYGON((226933.57622186086 6305549.071033475,226935.94732701473 6305546.346278996,226938.36295996496 6305543.842911602,226942.34819773538 6305547.453210399,226937.51693183495 6305552.715393961,226933.57622186086 6305549.071033475))",way
telecom_exchange_point.440159439,440159439,telephone_office,Orange,,Central téléphonique,Orange,,,95056BEL,,,exchange,copper,,,,bing;survey,3,2023-12-24T20:29:10Z,POINT (262480.79598886525 6291539.465349562),"SRID=3857;POLYGON((262470.40896237176 6291539.978268674,262477.54454173165 6291529.590387536,262491.18117935385 6291538.941180125,262484.04559999396 6291549.346074244,262470.40896237176 6291539.978268674))",way
telecom_exchange_point.440335222,440335222,telephone_office,Orange,,Central téléphonique,Orange,,,92040FMX,,,exchange,copper,,,,mapbox;survey,4,2022-09-03T11:33:54Z,POINT (252744.9642744067 6243898.146414445),"SRID=3857;POLYGON((252737.26720850548 6243900.144920896,252740.9630155998 6243891.269304789,252752.6626940822 6243896.138213044,252748.95575503874 6243905.030740205,252737.26720850548 6243900.144920896))",way
telecom_exchange_point.440934291,440934291,,Orange,,Central téléphonique LM141,Orange,,,LM141,,,exchange,copper,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2016,3,2023-12-19T06:26:02Z,POINT (144467.9417342126 6023319.436157738),"SRID=3857;POLYGON((144461.49619639973 6023324.161555647,144464.17899612786 6023312.331835665,144474.63189631337 6023314.8361761505,144471.4370269276 6023326.501140063,144468.4647965234 6023325.9244818725,144461.49619639973 6023324.161555647))",way
telecom_exchange_point.442095056,442095056,telephone_office,Orange,,,Orange,,,24374AUL,,,exchange,copper,,,,ANFR Opendata,3,2020-02-18T20:21:20Z,POINT (66300.83358382461 5588952.38407387),"SRID=3857;POLYGON((66294.06295627098 5588948.494618836,66305.42867628098 5588946.078927754,66307.59940635142 5588956.275030859,66296.24481829052 5588958.690724661,66294.06295627098 5588948.494618836))",way
telecom_exchange_point.443074328,443074328,,Altitude Infra Haute-Savoie,,,Syane,,white,,,,exchange,fibre,,,,,9,2025-02-23T18:43:23Z,POINT (695941.7155425189 5780490.428284329),"SRID=3857;POLYGON((695938.5764128002 5780485.81906093,695943.1516438719 5780485.0177951185,695944.8103042847 5780495.049648313,695940.3463927039 5780495.898991039,695938.5764128002 5780485.81906093))",way
